question,transformed_solution,wrong_step,error_type,description,is_single_error,notes
"Trong mặt phẳng với hệ trục tọa độ xét:
a) Tập hợp tất cả điểm M(x; y) nằm trên hypebol (H) : $\frac{x^2}{4} - \frac{y^2}{3} = 1$ luôn luôn thỏa mãn hệ thức $|MF_1 + MF_2| = 4$.
b) Elip (E) : $\frac{x^2}{25} + \frac{y^2}{16} = 1$ có một tiêu điểm là $F_1(0; -3)$.
c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : $y^2 = 24x$.
d) Elip (E) : $\frac{x^2}{5} + \frac{y^2}{4} = 1$ có diện tích hình chữ nhật cơ sở là $20\sqrt{2}$.","a) Hypebol có a^2 = 4, b^2 = 3. Vậy 2a = 4, a = 2. Do đó |MF1 + MF2| = 2a = 4. Vậy tập hợp tất cả điểm M(x; y) nằm trên hypebol (H) luôn luôn thỏa mãn hệ thức |MF1 + MF2| = 4.",2,KNOW,"Sai kiến thức về hypebol. Công thức đúng là |MF1 - MF2| = 2a, không phải |MF1 + MF2| = 2a.",true,Lỗi kiến thức cơ bản về định nghĩa hypebol.
"Trong mặt phẳng với hệ trục tọa độ xét:
a) Tập hợp tất cả điểm M(x; y) nằm trên hypebol (H) : $\frac{x^2}{4} - \frac{y^2}{3} = 1$ luôn luôn thỏa mãn hệ thức $|MF_1 + MF_2| = 4$.
b) Elip (E) : $\frac{x^2}{25} + \frac{y^2}{16} = 1$ có một tiêu điểm là $F_1(0; -3)$.
c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : $y^2 = 24x$.
d) Elip (E) : $\frac{x^2}{5} + \frac{y^2}{4} = 1$ có diện tích hình chữ nhật cơ sở là $20\sqrt{2}$.",c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : y^2 = 24x. p = 24/2 = 12. Đường chuẩn là x = -p = -12. Vậy x = -6 không phải là phương trình đường chuẩn.,2,CAL,"Tính toán sai. p = 24/4 = 6, không phải 12.",true,Lỗi tính toán dẫn đến kết quả sai.
"Trong mặt phẳng với hệ trục tọa độ xét:
a) Tập hợp tất cả điểm M(x; y) nằm trên hypebol (H) : $\frac{x^2}{4} - \frac{y^2}{3} = 1$ luôn luôn thỏa mãn hệ thức $|MF_1 + MF_2| = 4$.
b) Elip (E) : $\frac{x^2}{25} + \frac{y^2}{16} = 1$ có một tiêu điểm là $F_1(0; -3)$.
c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : $y^2 = 24x$.
d) Elip (E) : $\frac{x^2}{5} + \frac{y^2}{4} = 1$ có diện tích hình chữ nhật cơ sở là $20\sqrt{2}$.","d) Elip (E) : x^2/5 + y^2/4 = 1. a^2 = 5, b^2 = 4. Diện tích hình chữ nhật cơ sở là (2a)(2b) = 4ab = 4*sqrt(5)*2 = 8*sqrt(5).",2,CAL,"Tính toán sai. 4ab = 4 * sqrt(5) * 2 = 8*sqrt(5), không phải 20*sqrt(2).",true,Lỗi tính toán diện tích hình chữ nhật cơ sở.
"Trong mặt phẳng với hệ trục tọa độ xét:
a) Tập hợp tất cả điểm M(x; y) nằm trên hypebol (H) : $\frac{x^2}{4} - \frac{y^2}{3} = 1$ luôn luôn thỏa mãn hệ thức $|MF_1 + MF_2| = 4$.
b) Elip (E) : $\frac{x^2}{25} + \frac{y^2}{16} = 1$ có một tiêu điểm là $F_1(0; -3)$.
c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : $y^2 = 24x$.
d) Elip (E) : $\frac{x^2}{5} + \frac{y^2}{4} = 1$ có diện tích hình chữ nhật cơ sở là $20\sqrt{2}$.",c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : y^2 = 24x. p = 12. Vậy đường chuẩn là x = -12. Do đó x = -6 sai.,1,UC,"Sai khi xác định p. p = 24/4 = 6, không phải 12.",true,Lỗi trong việc xác định tham số p.
"Trong mặt phẳng với hệ trục tọa độ xét:
a) Tập hợp tất cả điểm M(x; y) nằm trên hypebol (H) : $\frac{x^2}{4} - \frac{y^2}{3} = 1$ luôn luôn thỏa mãn hệ thức $|MF_1 + MF_2| = 4$.
b) Elip (E) : $\frac{x^2}{25} + \frac{y^2}{16} = 1$ có một tiêu điểm là $F_1(0; -3)$.
c) Đường thẳng x = –6 là phương trình đường chuẩn của parabol (P) : $y^2 = 24x$.
d) Elip (E) : $\frac{x^2}{5} + \frac{y^2}{4} = 1$ có diện tích hình chữ nhật cơ sở là $20\sqrt{2}$.","b) Elip (E) : x^2/25 + y^2/16 = 1. a^2 = 25, b^2 = 16. c^2 = a^2 + b^2 = 41. Vậy c = sqrt(41). Tiêu điểm F1(0; -3) thỏa mãn.",2,KNOW,Sai công thức tính c^2. c^2 = a^2 - b^2 đối với elip.,true,Lỗi kiến thức về elip.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).","Các điểm có tọa độ nguyên trong hình chữ nhật ABCD là: A(-1;-1), B(3;3), C(4;3), D(4;-1) và các điểm trên cạnh. Số điểm có tọa độ nguyên trên cạnh AB là 5, trên cạnh BC là 1, trên cạnh CD là 5, trên cạnh DA là 1. Tổng số điểm là 5+1+5+1 = 12. Các điểm thỏa mãn x+y <= 1 là A(-1;-1). Vậy xác suất là 1/12 = 0.08.",2,CAL,Incorrectly counted the number of integer points on the edges. The number of integer points on each edge is not simply 5 or 1.,true,The incorrect count of integer points on the edges leads to a wrong total number of points and thus an incorrect probability.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).",Hình chữ nhật ABCD có chiều dài AB = sqrt((3-(-1))^2 + (3-(-1))^2) = sqrt(32) = 4*sqrt(2). Chiều rộng BC = sqrt((4-3)^2 + (3-3)^2) = 1. Diện tích hình chữ nhật là 4*sqrt(2). Các điểm thỏa mãn x+y <= 1 là phần diện tích nằm dưới đường thẳng x+y=1. Xác suất là (Diện tích phần thỏa mãn) / (Diện tích hình chữ nhật).,1,FC,"Using distance formula to calculate the length of AB, but the problem requires counting integer points, not calculating area.",true,The solution incorrectly attempts to calculate areas and probabilities based on continuous dimensions instead of discrete points.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).","Các điểm có tọa độ nguyên trong hình chữ nhật ABCD là: A(-1;-1), B(3;3), C(4;3), D(4;-1). Tổng số điểm là 4. Các điểm thỏa mãn x+y <= 1 là A(-1;-1). Vậy xác suất là 1/4 = 0.25.",2,KNOW,Incorrectly assumed that only the vertices are the integer coordinate points within the rectangle.,true,The student failed to consider integer points on the edges and within the rectangle.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).","Hình chữ nhật ABCD có các đỉnh A(-1;-1), B(3;3), C(4;3), D(4;-1). Số điểm có tọa độ nguyên trong hình chữ nhật là (3 - (-1) + 1) * (3 - (-1) + 1) = 5 * 5 = 25. Các điểm thỏa mãn x+y <= 1 là những điểm nằm dưới đường thẳng x+y=1. Xác suất là (Số điểm thỏa mãn) / 25.",2,FC,Incorrectly calculated the total number of integer points by treating the rectangle as a square and using a formula for counting points in a grid.,true,The student incorrectly applied a counting formula suitable for a square grid to a rectangle.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).",Tổng số điểm có tọa độ nguyên trong hình chữ nhật là (4+1) * (3+1) = 20. Các điểm thỏa mãn x+y <= 1 là A(-1;-1). Vậy xác suất là 1/20 = 0.05.,1,CAL,Incorrectly calculated the total number of integer points. The calculation doesn't accurately represent the range of x and y values within the rectangle.,true,"The calculation of the total number of points is wrong, leading to an incorrect probability."
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).",Hình chữ nhật ABCD có diện tích (4 - (-1)) * (3 - (-1)) = 5 * 4 = 20. Các điểm thỏa mãn x+y <= 1 là những điểm nằm dưới đường thẳng x+y=1. Xác suất là (Diện tích thỏa mãn) / 20.,1,MIS,"The question asks for the probability of landing on integer coordinate points, but the solution calculates areas.",true,The solution completely misinterprets the problem and attempts to calculate probabilities based on areas instead of counting points.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).",Tổng số điểm có tọa độ nguyên trong hình chữ nhật là 16. Các điểm thỏa mãn x+y <= 1 là A(-1;-1). Vậy xác suất là 1/16 = 0.0625 ≈ 0.06.,1,CAL,Incorrectly calculated the total number of integer points within the rectangle.,true,The incorrect total number of points leads to a wrong probability.
"Trên mặt phẳng Oxy, ta xét một hình chữ nhật ABCD với các điểm A(–1; –1); B(3; 3); C(4; 3) và D(4; –1). Một con châu chấu nhảy trong hình chữ nhật đó tính cả trên cạnh hình chữ nhật sao cho chân nó luôn đáp xuống mặt phẳng tại các điểm có tọa độ nguyên (tức là điểm có cả hoành độ và tung độ đều nguyên). Tính xác suất để nó đáp xuống các điểm M(x; y) sao cho x + y ≤ 1 (Làm tròn kết quả đến hàng phần trăm).","Hình chữ nhật ABCD có A(-1;-1), B(3;3), C(4;3), D(4;-1). Xác suất để châu chấu đáp xuống điểm M(x;y) sao cho x+y <= 1 là 100%.",1,REAS,Incorrectly concluded that the probability is 100% without any calculation or justification.,true,The solution makes an unsupported claim about the probability.
Cho đường tròn (C) : $(x-a)^2 + (y-b)^2 = 25$ tiếp xúc với đường thẳng Δ : 3x + 4y + 1 = 0 tại A(1; –1). Tính $\frac{b}{a}$ biết rằng giá trị của a < 0.,"Gọi I(a;b) là tâm đường tròn. Vì (C) tiếp xúc Δ tại A(1;-1) nên IA ⊥ Δ. Phương trình Δ: 3x + 4y + 1 = 0. Khoảng cách từ I(a;b) đến Δ bằng bán kính R = 5. Vậy |3a + 4b + 1| / √(3^2 + 4^2) = 5 => |3a + 4b + 1| = 25. Vì A(1;-1) thuộc (C) nên (1-a)^2 + (-1-b)^2 = 25. Giải hệ: |3a + 4b + 1| = 25 và (1-a)^2 + (-1-b)^2 = 25. Giả sử 3a + 4b + 1 = 25 => 3a + 4b = 24. a = 0, b = 6. Vậy b/a không xác định.",8,CAL,"Incorrectly concluding b/a is undefined when a=0. The problem states a < 0, and this solution doesn't consider the negative case for 3a + 4b + 1 = -25.",true,The solution fails to consider both cases of the absolute value equation and makes an incorrect conclusion when a=0.
Cho đường tròn (C) : $(x-a)^2 + (y-b)^2 = 25$ tiếp xúc với đường thẳng Δ : 3x + 4y + 1 = 0 tại A(1; –1). Tính $\frac{b}{a}$ biết rằng giá trị của a < 0.,"Gọi I(a;b) là tâm đường tròn. Vì (C) tiếp xúc Δ tại A(1;-1) nên IA ⊥ Δ. Phương trình Δ: 3x + 4y + 1 = 0. Vector pháp tuyến của Δ là n = (3;4). Phương trình đường thẳng IA có dạng 3x + 4y + c = 0. Vì A(1;-1) thuộc IA nên 3(1) + 4(-1) + c = 0 => c = 1. Vậy IA: 3x + 4y + 1 = 0. Vì I(a;b) thuộc IA nên 3a + 4b + 1 = 0. Mặt khác, A(1;-1) thuộc (C) nên (1-a)^2 + (-1-b)^2 = 25. Giải hệ: 3a + 4b = -1 và (1-a)^2 + (-1-b)^2 = 25. a = -1, b = 0. Vậy b/a = 0/-1 = 0.",4,FC,"Incorrectly assuming the equation of line IA is the same as the tangent line Δ.  IA is perpendicular to Δ, but not necessarily the same line.",true,The fundamental error of equating IA and Δ leads to an incorrect solution.
Cho đường tròn (C) : $(x-a)^2 + (y-b)^2 = 25$ tiếp xúc với đường thẳng Δ : 3x + 4y + 1 = 0 tại A(1; –1). Tính $\frac{b}{a}$ biết rằng giá trị của a < 0.,"Gọi I(a;b) là tâm đường tròn. Vì (C) tiếp xúc Δ tại A(1;-1) nên IA ⊥ Δ. Phương trình Δ: 3x + 4y + 1 = 0. Vector pháp tuyến của Δ là n = (3;4). Phương trình đường thẳng IA có dạng 4x - 3y + c = 0. Vì A(1;-1) thuộc IA nên 4(1) - 3(-1) + c = 0 => c = -7. Vậy IA: 4x - 3y - 7 = 0. Vì I(a;b) thuộc IA nên 4a - 3b - 7 = 0. Mặt khác, A(1;-1) thuộc (C) nên (1-a)^2 + (-1-b)^2 = 25. Giải hệ: 4a - 3b = 7 và (1-a)^2 + (-1-b)^2 = 25. a = -1, b = -1. Vậy b/a = 1. Đường tròn có bán kính là 25.",10,HA,Adding a fictitious statement about the radius of the circle being 25. This is unrelated to the solution and introduces incorrect information.,true,The solution introduces an irrelevant and incorrect statement about the radius.
"Cho tứ giác ABCD . Trên mỗi cạnh AB, BC, CD, DA lấy 7 điểm phân biệt và không có điểm nào trùng với 4 đỉnh A, B, C, D . Hỏi từ 32 điểm đã cho lập được bao nhiêu tam giác","Số điểm trên mỗi cạnh là 7. Tổng số điểm là 7*4 = 28. Số tam giác có thể lập được từ 28 điểm là C(28,3) = 28*27*26/6 = 3276. Nhưng phải trừ đi các trường hợp 3 điểm cùng nằm trên 1 cạnh. Có 4 cạnh, mỗi cạnh có C(7,3) = 35 cách chọn 3 điểm. Vậy số tam giác là 3276 - 4*35 = 3136.",1,CO,"Incorrectly calculated the total number of points. The student forgot to include the 4 vertices (A, B, C, D) in the total count. The total should be 4*7 + 4 = 32, not 28.",true,The error in counting the total number of points propagates through the rest of the solution.
